t_s,phase,channel,unit,value
1139.472,tail,VCC_SOC,W,3.1473
1139.472,tail,VCC_PMC_V,V,0.8775
1139.472,tail,VCC_PMC_I,A,0.152
1139.472,tail,VCC_PMC,W,0.1328
1139.523,tail,VCC_PSFP_V,V,0.88
1139.523,tail,VCC_PSFP_I,A,0.1904
1139.523,tail,VCC_PSFP,W,0.1679
1139.523,tail,VCC_PSLP_CPM5_V,V,0.8788
1139.523,tail,VCC_PSLP_CPM5_I,A,1.9596
1139.523,tail,VCC_PSLP_CPM5,W,1.7213
1139.523,tail,VCC1V1_LP4_V,V,1.1025
1139.523,tail,VCC1V1_LP4_I,A,1.09
1139.523,tail,VCC1V1_LP4,W,1.2032
1139.523,tail,VCCAUX_V,V,1.5037
1139.523,tail,VCCAUX_I,A,0.7585
1139.523,tail,VCCAUX,W,1.1414
1139.523,tail,VCCAUX_PMC_V,V,1.5025
1139.523,tail,VCCAUX_PMC_I,A,0.088
1139.523,tail,VCCAUX_PMC,W,0.132
1140.074,tail,VCCINT_V,V,0.805
1140.074,tail,VCCINT_I,A,4.7513
1140.074,tail,VCCINT,W,3.7845
1140.074,tail,VCC_SOC_V,V,0.8062
1140.074,tail,VCC_SOC_I,A,3.9248
1140.074,tail,VCC_SOC,W,3.1473
1140.074,tail,VCC_PMC_V,V,0.8788
1140.074,tail,VCC_PMC_I,A,0.152
1140.074,tail,VCC_PMC,W,0.1336
1140.074,tail,VCC_PSFP_V,V,0.88
1140.125,tail,VCC_PSFP_I,A,0.19
1140.125,tail,VCC_PSFP,W,0.1679
1140.125,tail,VCC_PSLP_CPM5_V,V,0.8788
1140.125,tail,VCC_PSLP_CPM5_I,A,1.9596
1140.125,tail,VCC_PSLP_CPM5,W,1.7213
1140.125,tail,VCC1V1_LP4_V,V,1.1013
1140.125,tail,VCC1V1_LP4_I,A,1.09
1140.125,tail,VCC1V1_LP4,W,1.2032
1140.125,tail,VCCAUX_V,V,1.5037
1140.125,tail,VCCAUX_I,A,0.759
1140.125,tail,VCCAUX,W,1.1414
1140.175,tail,VCCAUX_PMC_V,V,1.5037
1140.175,tail,VCCAUX_PMC_I,A,0.088
1140.175,tail,VCCAUX_PMC,W,0.1328
1140.677,tail,VCCINT_V,V,0.805
1140.677,tail,VCCINT_I,A,4.8734
1140.677,tail,VCCINT,W,3.9065
1140.677,tail,VCC_SOC_V,V,0.8062
1140.677,tail,VCC_SOC_I,A,3.9248
1140.677,tail,VCC_SOC,W,3.1473
1140.677,tail,VCC_PMC_V,V,0.8775
1140.677,tail,VCC_PMC_I,A,0.152
1140.677,tail,VCC_PMC,W,0.1328
1140.677,tail,VCC_PSFP_V,V,0.8813
1140.677,tail,VCC_PSFP_I,A,0.19
1140.727,tail,VCC_PSFP,W,0.1679
1140.727,tail,VCC_PSLP_CPM5_V,V,0.8788
1140.727,tail,VCC_PSLP_CPM5_I,A,1.9596
1140.727,tail,VCC_PSLP_CPM5,W,1.7259
1140.727,tail,VCC1V1_LP4_V,V,1.1013
1140.727,tail,VCC1V1_LP4_I,A,1.17
1140.727,tail,VCC1V1_LP4,W,1.2891
1140.727,tail,VCCAUX_V,V,1.5037
1140.727,tail,VCCAUX_I,A,0.7575
1140.727,tail,VCCAUX,W,1.1414
1140.727,tail,VCCAUX_PMC_V,V,1.5025
1140.777,tail,VCCAUX_PMC_I,A,0.088
