t_s,phase,channel,unit,value
47.813,static,VCC_PSFP,W,0.1679
47.813,static,VCC_PSLP_CPM5_V,V,0.8788
47.813,static,VCC_PSLP_CPM5_I,A,1.9581
47.813,static,VCC_PSLP_CPM5,W,1.7167
47.813,static,VCC1V1_LP4_V,V,1.1025
47.863,static,VCC1V1_LP4_I,A,1.085
47.863,static,VCC1V1_LP4,W,1.1953
47.863,static,VCCAUX_V,V,1.5037
47.863,static,VCCAUX_I,A,0.758
47.863,static,VCCAUX,W,1.1414
47.863,static,VCCAUX_PMC_V,V,1.5025
47.864,static,VCCAUX_PMC_I,A,0.088
47.864,static,VCCAUX_PMC,W,0.132
48.365,static,VCCINT_V,V,0.805
48.365,static,VCCINT_I,A,4.6488
48.416,static,VCCINT,W,4.0286
48.416,static,VCC_SOC_V,V,0.8062
48.416,static,VCC_SOC_I,A,3.9202
48.416,static,VCC_SOC,W,3.1473
48.416,static,VCC_PMC_V,V,0.8788
48.416,static,VCC_PMC_I,A,0.152
48.416,static,VCC_PMC,W,0.1336
48.416,static,VCC_PSFP_V,V,0.8813
48.416,static,VCC_PSFP_I,A,0.192
48.416,static,VCC_PSFP,W,0.1679
48.416,static,VCC_PSLP_CPM5_V,V,0.8788
48.416,static,VCC_PSLP_CPM5_I,A,1.9585
48.416,static,VCC_PSLP_CPM5,W,1.7167
48.416,static,VCC1V1_LP4_V,V,1.1013
48.416,static,VCC1V1_LP4_I,A,1.09
48.416,static,VCC1V1_LP4,W,1.1953
48.466,static,VCCAUX_V,V,1.5037
48.466,static,VCCAUX_I,A,0.7575
48.466,static,VCCAUX,W,1.1414
48.466,static,VCCAUX_PMC_V,V,1.5037
48.466,static,VCCAUX_PMC_I,A,0.0875
48.466,static,VCCAUX_PMC,W,0.132
48.968,static,VCCINT_V,V,0.805
48.968,static,VCCINT_I,A,4.5999
48.968,static,VCCINT,W,3.7845
49.018,static,VCC_SOC_V,V,0.8062
49.018,static,VCC_SOC_I,A,3.9248
49.018,static,VCC_SOC,W,3.1473
49.018,static,VCC_PMC_V,V,0.8775
49.018,static,VCC_PMC_I,A,0.152
49.018,static,VCC_PMC,W,0.1336
49.018,static,VCC_PSFP_V,V,0.8813
49.018,static,VCC_PSFP_I,A,0.19
49.018,static,VCC_PSFP,W,0.1679
49.018,static,VCC_PSLP_CPM5_V,V,0.8775
49.018,static,VCC_PSLP_CPM5_I,A,1.9585
49.018,static,VCC_PSLP_CPM5,W,1.7167
49.069,static,VCC1V1_LP4_V,V,1.1013
49.069,static,VCC1V1_LP4_I,A,1.09
49.069,static,VCC1V1_LP4,W,1.2032
49.069,static,VCCAUX_V,V,1.5037
49.069,static,VCCAUX_I,A,0.759
49.069,static,VCCAUX,W,1.1414
49.069,static,VCCAUX_PMC_V,V,1.5037
49.069,static,VCCAUX_PMC_I,A,0.0875
49.069,static,VCCAUX_PMC,W,0.132
49.571,static,VCCINT_V,V,0.8062
49.571,static,VCCINT_I,A,4.5999
49.571,static,VCCINT,W,3.6624
49.571,static,VCC_SOC_V,V,0.8062
49.622,static,VCC_SOC_I,A,3.9202
49.622,static,VCC_SOC,W,3.1473
49.622,static,VCC_PMC_V,V,0.8775
49.622,static,VCC_PMC_I,A,0.1515
49.622,static,VCC_PMC,W,0.1328
49.622,static,VCC_PSFP_V,V,0.8813
49.622,static,VCC_PSFP_I,A,0.1925
49.622,static,VCC_PSFP,W,0.1679
49.622,static,VCC_PSLP_CPM5_V,V,0.8775
49.622,static,VCC_PSLP_CPM5_I,A,1.9581
49.622,static,VCC_PSLP_CPM5,W,1.7167
49.622,static,VCC1V1_LP4_V,V,1.1013
49.672,static,VCC1V1_LP4_I,A,1.09
49.672,static,VCC1V1_LP4,W,1.1953
49.672,static,VCCAUX_V,V,1.5037
49.672,static,VCCAUX_I,A,0.7595
49.672,static,VCCAUX,W,1.1414
49.672,static,VCCAUX_PMC_V,V,1.5025
49.672,static,VCCAUX_PMC_I,A,0.088
49.672,static,VCCAUX_PMC,W,0.132
50.174,static,VCCINT_V,V,0.805
50.174,static,VCCINT_I,A,4.4486
50.225,static,VCCINT,W,3.5403
50.225,static,VCC_SOC_V,V,0.8062
50.225,static,VCC_SOC_I,A,3.9248
50.225,static,VCC_SOC,W,3.1473
50.225,static,VCC_PMC_V,V,0.8788
50.225,static,VCC_PMC_I,A,0.152
50.225,static,VCC_PMC,W,0.1328
50.225,static,VCC_PSFP_V,V,0.8813
50.225,static,VCC_PSFP_I,A,0.445
50.225,static,VCC_PSFP,W,0.3937
50.225,static,VCC_PSLP_CPM5_V,V,0.8775
50.225,static,VCC_PSLP_CPM5_I,A,1.9585
50.225,static,VCC_PSLP_CPM5,W,1.7167
50.225,static,VCC1V1_LP4_V,V,1.1025
50.225,static,VCC1V1_LP4_I,A,1.09
50.225,static,VCC1V1_LP4,W,1.1953
50.275,static,VCCAUX_V,V,1.5037
50.275,static,VCCAUX_I,A,0.7595
50.275,static,VCCAUX,W,1.1445
50.275,static,VCCAUX_PMC_V,V,1.5025
50.275,static,VCCAUX_PMC_I,A,0.088
50.275,static,VCCAUX_PMC,W,0.1328
50.777,static,VCCINT_V,V,0.805
50.777,static,VCCINT_I,A,4.6732
50.777,static,VCCINT,W,3.6624
50.827,static,VCC_SOC_V,V,0.8062
50.827,static,VCC_SOC_I,A,3.9202
50.827,static,VCC_SOC,W,3.1473
50.827,static,VCC_PMC_V,V,0.8775
50.827,static,VCC_PMC_I,A,0.152
50.827,static,VCC_PMC,W,0.1336
50.827,static,VCC_PSFP_V,V,0.88
50.827,static,VCC_PSFP_I,A,0.1904
50.827,static,VCC_PSFP,W,0.1709
50.827,static,VCC_PSLP_CPM5_V,V,0.8788
50.827,static,VCC_PSLP_CPM5_I,A,1.9585
50.877,static,VCC_PSLP_CPM5,W,1.7213
50.877,static,VCC1V1_LP4_V,V,1.1025
50.877,static,VCC1V1_LP4_I,A,1.085
50.877,static,VCC1V1_LP4,W,1.1953
50.877,static,VCCAUX_V,V,1.5037
50.877,static,VCCAUX_I,A,0.758
50.877,static,VCCAUX,W,1.1414
50.878,static,VCCAUX_PMC_V,V,1.5025
50.878,static,VCCAUX_PMC_I,A,0.0875
50.878,static,VCCAUX_PMC,W,0.132
51.379,static,VCCINT_V,V,0.805
51.379,static,VCCINT_I,A,4.8002
51.379,static,VCCINT,W,3.9065
51.429,static,VCC_SOC_V,V,0.8062
51.429,static,VCC_SOC_I,A,3.9301
51.429,static,VCC_SOC,W,3.1473
51.429,static,VCC_PMC_V,V,0.8775
51.429,static,VCC_PMC_I,A,0.152
51.429,static,VCC_PMC,W,0.1328
51.429,static,VCC_PSFP_V,V,0.88
51.429,static,VCC_PSFP_I,A,0.2735
51.429,static,VCC_PSFP,W,0.2381
51.429,static,VCC_PSLP_CPM5_V,V,0.8775
51.429,static,VCC_PSLP_CPM5_I,A,1.9585
51.429,static,VCC_PSLP_CPM5,W,1.7167
51.480,static,VCC1V1_LP4_V,V,1.1025
51.480,static,VCC1V1_LP4_I,A,1.085
51.480,static,VCC1V1_LP4,W,1.1953
51.480,static,VCCAUX_V,V,1.5037
51.480,static,VCCAUX_I,A,0.7575
51.480,static,VCCAUX,W,1.1414
51.480,static,VCCAUX_PMC_V,V,1.5037
51.480,static,VCCAUX_PMC_I,A,0.088
51.480,static,VCCAUX_PMC,W,0.132
51.981,static,VCCINT_V,V,0.805
52.032,static,VCCINT_I,A,4.8246
52.032,static,VCCINT,W,3.9065
52.032,static,VCC_SOC_V,V,0.8062
52.032,static,VCC_SOC_I,A,3.9202
52.032,static,VCC_SOC,W,3.1473
52.032,static,VCC_PMC_V,V,0.8788
52.032,static,VCC_PMC_I,A,0.152
52.032,static,VCC_PMC,W,0.1328
52.032,static,VCC_PSFP_V,V,0.88
52.032,static,VCC_PSFP_I,A,0.19
52.032,static,VCC_PSFP,W,0.1679
52.032,static,VCC_PSLP_CPM5_V,V,0.8788
52.032,static,VCC_PSLP_CPM5_I,A,1.9585
52.032,static,VCC_PSLP_CPM5,W,1.7167
52.032,static,VCC1V1_LP4_V,V,1.1025
52.032,static,VCC1V1_LP4_I,A,1.09
52.082,static,VCC1V1_LP4,W,1.1953
52.082,static,VCCAUX_V,V,1.5037
52.082,static,VCCAUX_I,A,0.7595
52.082,static,VCCAUX,W,1.1445
52.082,static,VCCAUX_PMC_V,V,1.5037
52.082,static,VCCAUX_PMC_I,A,0.088
52.082,static,VCCAUX_PMC,W,0.132
52.584,static,VCCINT_V,V,0.805
52.584,static,VCCINT_I,A,5.4984
52.584,static,VCCINT,W,4.3948
52.634,static,VCC_SOC_V,V,0.8062
52.634,static,VCC_SOC_I,A,3.9248
52.634,static,VCC_SOC,W,3.1473
52.634,static,VCC_PMC_V,V,0.8775
52.634,static,VCC_PMC_I,A,0.1515
52.634,static,VCC_PMC,W,0.1328
52.634,static,VCC_PSFP_V,V,0.88
52.634,static,VCC_PSFP_I,A,0.1995
52.634,static,VCC_PSFP,W,0.177
52.634,static,VCC_PSLP_CPM5_V,V,0.8788
52.634,static,VCC_PSLP_CPM5_I,A,1.959
52.685,static,VCC_PSLP_CPM5,W,1.7213
52.685,static,VCC1V1_LP4_V,V,1.1013
52.685,static,VCC1V1_LP4_I,A,1.085
52.685,static,VCC1V1_LP4,W,1.1953
52.685,static,VCCAUX_V,V,1.5037
52.685,static,VCCAUX_I,A,0.7595
52.685,static,VCCAUX,W,1.1414
52.685,static,VCCAUX_PMC_V,V,1.5025
52.685,static,VCCAUX_PMC_I,A,0.088
52.685,static,VCCAUX_PMC,W,0.132
53.187,static,VCCINT_V,V,0.805
53.187,static,VCCINT_I,A,4.5023
53.187,static,VCCINT,W,3.6624
53.237,static,VCC_SOC_V,V,0.8062
53.237,static,VCC_SOC_I,A,3.9248
53.237,static,VCC_SOC,W,3.1664
53.237,static,VCC_PMC_V,V,0.8775
53.237,static,VCC_PMC_I,A,0.152
53.237,static,VCC_PMC,W,0.1336
53.237,static,VCC_PSFP_V,V,0.88
53.237,static,VCC_PSFP_I,A,0.192
53.237,static,VCC_PSFP,W,0.1679
53.237,static,VCC_PSLP_CPM5_V,V,0.8788
53.237,static,VCC_PSLP_CPM5_I,A,1.9585
53.237,static,VCC_PSLP_CPM5,W,1.7213
53.287,static,VCC1V1_LP4_V,V,1.1025
53.287,static,VCC1V1_LP4_I,A,1.09
53.287,static,VCC1V1_LP4,W,1.2032
53.287,static,VCCAUX_V,V,1.5037
53.288,static,VCCAUX_I,A,0.7585
53.288,static,VCCAUX,W,1.1414
53.288,static,VCCAUX_PMC_V,V,1.5025
53.288,static,VCCAUX_PMC_I,A,0.088
53.288,static,VCCAUX_PMC,W,0.132
53.789,static,VCCINT_V,V,0.805
53.840,static,VCCINT_I,A,4.7757
53.840,static,VCCINT,W,3.7845
53.840,static,VCC_SOC_V,V,0.8062
53.840,static,VCC_SOC_I,A,3.9202
53.840,static,VCC_SOC,W,3.1473
53.840,static,VCC_PMC_V,V,0.8788
53.840,static,VCC_PMC_I,A,0.152
53.840,static,VCC_PMC,W,0.1336
53.840,static,VCC_PSFP_V,V,0.88
53.840,static,VCC_PSFP_I,A,0.19
53.840,static,VCC_PSFP,W,0.1648
53.840,static,VCC_PSLP_CPM5_V,V,0.8775
53.840,static,VCC_PSLP_CPM5_I,A,1.959
53.840,static,VCC_PSLP_CPM5,W,1.7213
53.840,static,VCC1V1_LP4_V,V,1.1025
53.840,static,VCC1V1_LP4_I,A,1.085
53.890,static,VCC1V1_LP4,W,1.1875
53.890,static,VCCAUX_V,V,1.5025
53.890,static,VCCAUX_I,A,0.758
53.890,static,VCCAUX,W,1.1414
53.890,static,VCCAUX_PMC_V,V,1.5037
53.890,static,VCCAUX_PMC_I,A,0.088
53.890,static,VCCAUX_PMC,W,0.132
54.393,static,VCCINT_V,V,0.805
54.393,static,VCCINT_I,A,5.0492
54.393,static,VCCINT,W,4.0286
54.443,static,VCC_SOC_V,V,0.8062
54.443,static,VCC_SOC_I,A,3.9248
54.443,static,VCC_SOC,W,3.1473
54.443,static,VCC_PMC_V,V,0.8775
54.443,static,VCC_PMC_I,A,0.152
54.443,static,VCC_PMC,W,0.1328
54.443,static,VCC_PSFP_V,V,0.88
54.443,static,VCC_PSFP_I,A,0.262
54.443,static,VCC_PSFP,W,0.232
54.443,static,VCC_PSLP_CPM5_V,V,0.8788
54.443,static,VCC_PSLP_CPM5_I,A,1.9585
54.493,static,VCC_PSLP_CPM5,W,1.7167
54.493,static,VCC1V1_LP4_V,V,1.1013
54.493,static,VCC1V1_LP4_I,A,1.14
54.493,static,VCC1V1_LP4,W,1.2579
54.493,static,VCCAUX_V,V,1.5037
54.493,static,VCCAUX_I,A,0.758
54.493,static,VCCAUX,W,1.1414
54.493,static,VCCAUX_PMC_V,V,1.5037
54.493,static,VCCAUX_PMC_I,A,0.088
54.493,static,VCCAUX_PMC,W,0.132
54.995,static,VCCINT_V,V,0.805
54.995,static,VCCINT_I,A,4.3753
54.995,static,VCCINT,W,3.5403
55.045,static,VCC_SOC_V,V,0.8062
55.045,static,VCC_SOC_I,A,3.9248
55.045,static,VCC_SOC,W,3.1473
55.045,static,VCC_PMC_V,V,0.8788
55.045,static,VCC_PMC_I,A,0.1515
55.045,static,VCC_PMC,W,0.1328
55.045,static,VCC_PSFP_V,V,0.88
55.045,static,VCC_PSFP_I,A,0.1904
55.045,static,VCC_PSFP,W,0.1679
55.045,static,VCC_PSLP_CPM5_V,V,0.8788
55.045,static,VCC_PSLP_CPM5_I,A,1.9585
55.045,static,VCC_PSLP_CPM5,W,1.7167
55.095,static,VCC1V1_LP4_V,V,1.1013
55.095,static,VCC1V1_LP4_I,A,1.085
55.095,static,VCC1V1_LP4,W,1.1953
55.095,static,VCCAUX_V,V,1.5037
55.095,static,VCCAUX_I,A,0.759
55.095,static,VCCAUX,W,1.1414
55.095,static,VCCAUX_PMC_V,V,1.5037
55.095,static,VCCAUX_PMC_I,A,0.0885
55.095,static,VCCAUX_PMC,W,0.1328
55.647,static,VCCINT_V,V,0.805
55.647,static,VCCINT_I,A,4.849
55.647,static,VCCINT,W,3.9065
55.647,static,VCC_SOC_V,V,0.8062
55.647,static,VCC_SOC_I,A,3.9202
55.647,static,VCC_SOC,W,3.1473
55.647,static,VCC_PMC_V,V,0.8775
55.647,static,VCC_PMC_I,A,0.152
55.647,static,VCC_PMC,W,0.1336
55.647,static,VCC_PSFP_V,V,0.8813
55.647,static,VCC_PSFP_I,A,0.1904
55.647,static,VCC_PSFP,W,0.1679
55.647,static,VCC_PSLP_CPM5_V,V,0.8775
55.647,static,VCC_PSLP_CPM5_I,A,1.9585
55.647,static,VCC_PSLP_CPM5,W,1.7167
55.647,static,VCC1V1_LP4_V,V,1.1025
55.647,static,VCC1V1_LP4_I,A,1.115
55.698,static,VCC1V1_LP4,W,1.2266
55.698,static,VCCAUX_V,V,1.5037
55.698,static,VCCAUX_I,A,0.7599
55.698,static,VCCAUX,W,1.1445
55.698,static,VCCAUX_PMC_V,V,1.5037
55.698,static,VCCAUX_PMC_I,A,0.088
55.698,static,VCCAUX_PMC,W,0.132
56.200,static,VCCINT_V,V,0.805
56.200,static,VCCINT_I,A,4.6976
56.200,static,VCCINT,W,3.7845
56.250,static,VCC_SOC_V,V,0.8062
56.250,static,VCC_SOC_I,A,3.9301
56.250,static,VCC_SOC,W,3.1664
56.250,static,VCC_PMC_V,V,0.8788
56.250,static,VCC_PMC_I,A,0.152
56.250,static,VCC_PMC,W,0.1328
56.250,static,VCC_PSFP_V,V,0.88
56.250,static,VCC_PSFP_I,A,0.1904
56.250,static,VCC_PSFP,W,0.1679
56.250,static,VCC_PSLP_CPM5_V,V,0.8775
56.250,static,VCC_PSLP_CPM5_I,A,1.9585
56.300,static,VCC_PSLP_CPM5,W,1.7213
56.300,static,VCC1V1_LP4_V,V,1.1013
56.300,static,VCC1V1_LP4_I,A,1.085
56.300,static,VCC1V1_LP4,W,1.1953
56.300,static,VCCAUX_V,V,1.5025
56.300,static,VCCAUX_I,A,0.7599
56.300,static,VCCAUX,W,1.1414
56.300,static,VCCAUX_PMC_V,V,1.5037
56.300,static,VCCAUX_PMC_I,A,0.088
56.300,static,VCCAUX_PMC,W,0.132
56.802,static,VCCINT_V,V,0.8062
56.802,static,VCCINT_I,A,4.473
56.802,static,VCCINT,W,3.5403
56.852,static,VCC_SOC_V,V,0.8062
56.852,static,VCC_SOC_I,A,3.9347
56.852,static,VCC_SOC,W,3.1664
56.852,static,VCC_PMC_V,V,0.8788
56.852,static,VCC_PMC_I,A,0.152
56.852,static,VCC_PMC,W,0.1336
56.852,static,VCC_PSFP_V,V,0.88
56.852,static,VCC_PSFP_I,A,0.193
56.852,static,VCC_PSFP,W,0.1679
56.852,static,VCC_PSLP_CPM5_V,V,0.8775
56.852,static,VCC_PSLP_CPM5_I,A,1.9581
56.852,static,VCC_PSLP_CPM5,W,1.7167
56.902,static,VCC1V1_LP4_V,V,1.1013
56.902,static,VCC1V1_LP4_I,A,1.085
56.902,static,VCC1V1_LP4,W,1.1953
56.902,static,VCCAUX_V,V,1.5037
56.902,static,VCCAUX_I,A,0.7599
56.902,static,VCCAUX,W,1.1445
56.902,static,VCCAUX_PMC_V,V,1.5037
56.902,static,VCCAUX_PMC_I,A,0.0875
56.902,static,VCCAUX_PMC,W,0.132
57.455,static,VCCINT_V,V,0.805
57.455,static,VCCINT_I,A,4.8978
57.455,static,VCCINT,W,4.0286
57.455,static,VCC_SOC_V,V,0.8062
57.455,static,VCC_SOC_I,A,3.9248
57.455,static,VCC_SOC,W,3.1473
57.455,static,VCC_PMC_V,V,0.8775
57.455,static,VCC_PMC_I,A,0.152
57.455,static,VCC_PMC,W,0.1328
57.455,static,VCC_PSFP_V,V,0.8813
57.455,static,VCC_PSFP_I,A,0.19
57.455,static,VCC_PSFP,W,0.1679
57.455,static,VCC_PSLP_CPM5_V,V,0.8788
57.455,static,VCC_PSLP_CPM5_I,A,1.9581
57.455,static,VCC_PSLP_CPM5,W,1.7167
57.455,static,VCC1V1_LP4_V,V,1.1013
57.505,static,VCC1V1_LP4_I,A,1.085
57.505,static,VCC1V1_LP4,W,1.1953
57.505,static,VCCAUX_V,V,1.5037
57.505,static,VCCAUX_I,A,0.7585
57.505,static,VCCAUX,W,1.1414
57.505,static,VCCAUX_PMC_V,V,1.5037
57.505,static,VCCAUX_PMC_I,A,0.0875
57.505,static,VCCAUX_PMC,W,0.132
58.007,static,VCCINT_V,V,0.805
58.007,static,VCCINT_I,A,5.0004
58.057,static,VCCINT,W,4.0286
58.057,static,VCC_SOC_V,V,0.8062
58.057,static,VCC_SOC_I,A,3.94
58.057,static,VCC_SOC,W,3.1664
58.057,static,VCC_PMC_V,V,0.8788
58.057,static,VCC_PMC_I,A,0.1525
58.057,static,VCC_PMC,W,0.1336
58.057,static,VCC_PSFP_V,V,0.88
58.057,static,VCC_PSFP_I,A,0.1904
58.057,static,VCC_PSFP,W,0.1679
58.057,static,VCC_PSLP_CPM5_V,V,0.8788
58.107,static,VCC_PSLP_CPM5_I,A,1.9585
58.107,static,VCC_PSLP_CPM5,W,1.7167
58.107,static,VCC1V1_LP4_V,V,1.1025
58.107,static,VCC1V1_LP4_I,A,1.085
58.107,static,VCC1V1_LP4,W,1.1953
58.107,static,VCCAUX_V,V,1.5025
58.107,static,VCCAUX_I,A,0.758
58.107,static,VCCAUX,W,1.1445
58.107,static,VCCAUX_PMC_V,V,1.5025
58.107,static,VCCAUX_PMC_I,A,0.0875
58.107,static,VCCAUX_PMC,W,0.132
58.609,static,VCCINT_V,V,0.805
58.609,static,VCCINT_I,A,4.6244
58.609,static,VCCINT,W,3.6624
58.660,static,VCC_SOC_V,V,0.8062
58.660,static,VCC_SOC_I,A,3.9248
58.660,static,VCC_SOC,W,3.1473
58.660,static,VCC_PMC_V,V,0.8775
58.660,static,VCC_PMC_I,A,0.152
58.660,static,VCC_PMC,W,0.1328
58.660,static,VCC_PSFP_V,V,0.8813
58.660,static,VCC_PSFP_I,A,0.19
58.660,static,VCC_PSFP,W,0.1679
58.660,static,VCC_PSLP_CPM5_V,V,0.8788
58.660,static,VCC_PSLP_CPM5_I,A,1.9581
58.710,static,VCC_PSLP_CPM5,W,1.7167
58.710,static,VCC1V1_LP4_V,V,1.1013
58.710,static,VCC1V1_LP4_I,A,1.085
58.710,static,VCC1V1_LP4,W,1.1953
58.710,static,VCCAUX_V,V,1.5025
58.710,static,VCCAUX_I,A,0.7599
58.710,static,VCCAUX,W,1.1414
58.710,static,VCCAUX_PMC_V,V,1.5025
58.710,static,VCCAUX_PMC_I,A,0.088
58.710,static,VCCAUX_PMC,W,0.1328
59.262,static,VCCINT_V,V,0.805
59.262,static,VCCINT_I,A,4.5267
59.262,static,VCCINT,W,3.6624
59.262,static,VCC_SOC_V,V,0.8062
59.262,static,VCC_SOC_I,A,3.9202
59.262,static,VCC_SOC,W,3.1473
59.262,static,VCC_PMC_V,V,0.8775
59.262,static,VCC_PMC_I,A,0.152
59.262,static,VCC_PMC,W,0.1328
59.262,static,VCC_PSFP_V,V,0.88
59.262,static,VCC_PSFP_I,A,0.193
59.262,static,VCC_PSFP,W,0.1709
59.312,static,VCC_PSLP_CPM5_V,V,0.8788
59.312,static,VCC_PSLP_CPM5_I,A,1.9585
59.312,static,VCC_PSLP_CPM5,W,1.7213
59.312,static,VCC1V1_LP4_V,V,1.1013
59.312,static,VCC1V1_LP4_I,A,1.085
59.312,static,VCC1V1_LP4,W,1.1875
59.312,static,VCCAUX_V,V,1.5037
59.312,static,VCCAUX_I,A,0.7599
59.312,static,VCCAUX,W,1.1414
59.312,static,VCCAUX_PMC_V,V,1.5037
59.312,static,VCCAUX_PMC_I,A,0.088
59.312,static,VCCAUX_PMC,W,0.132
59.814,static,VCCINT_V,V,0.805
59.865,static,VCCINT_I,A,4.8002
59.865,static,VCCINT,W,3.9065
59.865,static,VCC_SOC_V,V,0.8062
59.865,static,VCC_SOC_I,A,3.9202
59.865,static,VCC_SOC,W,3.1473
59.865,static,VCC_PMC_V,V,0.8775
59.865,static,VCC_PMC_I,A,0.152
59.865,static,VCC_PMC,W,0.1336
59.865,static,VCC_PSFP_V,V,0.8813
59.865,static,VCC_PSFP_I,A,0.2675
59.865,static,VCC_PSFP,W,0.2381
59.865,static,VCC_PSLP_CPM5_V,V,0.8788
59.915,static,VCC_PSLP_CPM5_I,A,1.959
59.915,static,VCC_PSLP_CPM5,W,1.7213
59.915,static,VCC1V1_LP4_V,V,1.1013
59.915,static,VCC1V1_LP4_I,A,1.09
59.915,static,VCC1V1_LP4,W,1.2032
59.915,static,VCCAUX_V,V,1.5037
59.915,static,VCCAUX_I,A,0.758
59.915,static,VCCAUX,W,1.1414
59.915,static,VCCAUX_PMC_V,V,1.5037
59.915,static,VCCAUX_PMC_I,A,0.088
59.915,static,VCCAUX_PMC,W,0.132
60.418,static,VCCINT_V,V,0.805
60.418,static,VCCINT_I,A,4.3753
60.418,static,VCCINT,W,3.5403
60.468,static,VCC_SOC_V,V,0.8062
60.468,static,VCC_SOC_I,A,3.9248
60.468,static,VCC_SOC,W,3.1664
60.468,static,VCC_PMC_V,V,0.8788
60.468,static,VCC_PMC_I,A,0.152
60.468,static,VCC_PMC,W,0.1336
60.468,static,VCC_PSFP_V,V,0.8813
60.468,static,VCC_PSFP_I,A,0.192
60.468,static,VCC_PSFP,W,0.1679
60.468,static,VCC_PSLP_CPM5_V,V,0.8788
60.468,static,VCC_PSLP_CPM5_I,A,1.9581
60.468,static,VCC_PSLP_CPM5,W,1.7213
60.518,static,VCC1V1_LP4_V,V,1.1025
60.518,static,VCC1V1_LP4_I,A,1.085
60.518,static,VCC1V1_LP4,W,1.1953
60.518,static,VCCAUX_V,V,1.5037
60.518,static,VCCAUX_I,A,0.7585
60.518,static,VCCAUX,W,1.1414
60.518,static,VCCAUX_PMC_V,V,1.5025
60.518,static,VCCAUX_PMC_I,A,0.0875
60.518,static,VCCAUX_PMC,W,0.132
61.071,static,VCCINT_V,V,0.805
61.071,static,VCCINT_I,A,4.9515
61.071,static,VCCINT,W,4.0286
61.071,static,VCC_SOC_V,V,0.805
61.071,static,VCC_SOC_I,A,3.95
61.071,static,VCC_SOC,W,3.1664
61.071,static,VCC_PMC_V,V,0.8788
61.071,static,VCC_PMC_I,A,0.152
61.071,static,VCC_PMC,W,0.1336
61.071,static,VCC_PSFP_V,V,0.88
61.071,static,VCC_PSFP_I,A,0.4595
61.071,static,VCC_PSFP,W,0.4029
61.071,static,VCC_PSLP_CPM5_V,V,0.8775
61.071,static,VCC_PSLP_CPM5_I,A,1.959
61.071,static,VCC_PSLP_CPM5,W,1.7213
61.071,static,VCC1V1_LP4_V,V,1.1025
61.121,static,VCC1V1_LP4_I,A,1.09
61.121,static,VCC1V1_LP4,W,1.2032
61.121,static,VCCAUX_V,V,1.5037
61.121,static,VCCAUX_I,A,0.7595
61.121,static,VCCAUX,W,1.1414
61.121,static,VCCAUX_PMC_V,V,1.5025
61.121,static,VCCAUX_PMC_I,A,0.088
61.121,static,VCCAUX_PMC,W,0.132
61.623,static,VCCINT_V,V,0.805
61.623,static,VCCINT_I,A,4.849
61.673,static,VCCINT,W,3.9065
61.673,static,VCC_SOC_V,V,0.8062
61.673,static,VCC_SOC_I,A,3.9248
61.673,static,VCC_SOC,W,3.1664
61.673,static,VCC_PMC_V,V,0.8788
61.673,static,VCC_PMC_I,A,0.152
61.673,static,VCC_PMC,W,0.1328
61.673,static,VCC_PSFP_V,V,0.88
61.673,static,VCC_PSFP_I,A,0.19
61.673,static,VCC_PSFP,W,0.1679
61.673,static,VCC_PSLP_CPM5_V,V,0.8788
61.723,static,VCC_PSLP_CPM5_I,A,1.9585
61.723,static,VCC_PSLP_CPM5,W,1.7167
61.723,static,VCC1V1_LP4_V,V,1.1025
61.723,static,VCC1V1_LP4_I,A,1.085
61.723,static,VCC1V1_LP4,W,1.1953
61.723,static,VCCAUX_V,V,1.5037
61.723,static,VCCAUX_I,A,0.7599
61.723,static,VCCAUX,W,1.1445
61.723,static,VCCAUX_PMC_V,V,1.5025
61.723,static,VCCAUX_PMC_I,A,0.088
61.723,static,VCCAUX_PMC,W,0.132
62.225,static,VCCINT_V,V,0.805
62.225,static,VCCINT_I,A,4.1995
62.225,static,VCCINT,W,3.2961
62.275,static,VCC_SOC_V,V,0.8062
62.275,static,VCC_SOC_I,A,3.9202
62.275,static,VCC_SOC,W,3.1664
62.275,static,VCC_PMC_V,V,0.8788
62.275,static,VCC_PMC_I,A,0.152
62.275,static,VCC_PMC,W,0.1328
62.275,static,VCC_PSFP_V,V,0.88
62.275,static,VCC_PSFP_I,A,0.2326
62.275,static,VCC_PSFP,W,0.2075
62.275,static,VCC_PSLP_CPM5_V,V,0.8788
62.275,static,VCC_PSLP_CPM5_I,A,1.9585
62.275,static,VCC_PSLP_CPM5,W,1.7167
62.326,static,VCC1V1_LP4_V,V,1.1025
62.326,static,VCC1V1_LP4_I,A,1.09
62.326,static,VCC1V1_LP4,W,1.1953
62.326,static,VCCAUX_V,V,1.5037
62.326,static,VCCAUX_I,A,0.7585
62.326,static,VCCAUX,W,1.1414
62.326,static,VCCAUX_PMC_V,V,1.5025
62.326,static,VCCAUX_PMC_I,A,0.0875
62.326,static,VCCAUX_PMC,W,0.132
62.878,static,VCCINT_V,V,0.805
62.878,static,VCCINT_I,A,4.9271
62.878,static,VCCINT,W,3.9065
62.878,static,VCC_SOC_V,V,0.8062
62.878,static,VCC_SOC_I,A,3.9301
62.878,static,VCC_SOC,W,3.1664
62.878,static,VCC_PMC_V,V,0.8775
62.878,static,VCC_PMC_I,A,0.152
62.878,static,VCC_PMC,W,0.1336
62.878,static,VCC_PSFP_V,V,0.8813
